Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
1990,  48.100,  38.220,  52.240,  45.900, 109.890, 157.130,  78.430,  95.290, 108.740,  98.460,  73.890,  55.860
1991,  25.310,  19.170,  81.430,  88.790,  88.210,  60.520, 123.020,  52.730,  97.370, 142.140, 104.370,  53.510
1992,  33.340,  35.790,  46.140,  75.530,  34.710,  54.330, 103.730,  69.150, 128.540,  53.780, 133.390,  53.050
1993,  53.840,  16.840,  23.410, 120.690,  84.120, 126.320, 101.120, 100.470, 110.170,  62.310,  46.910,  28.140
1994,  48.490,  40.120,  32.800,  71.220,  47.180,  84.510, 123.300, 122.770,  77.920,  52.210,  74.290,  16.360
1995,  47.970,  28.970,  50.360,  86.450,  72.550,  54.230,  67.060, 122.710,  65.770, 123.000,  85.070,  50.540
1996,  63.600,  34.190,  37.630,  97.600,  71.690, 151.270,  98.260,  58.440,  72.220,  75.960,  48.100,  72.510
1997,  85.420,  52.050,  41.790,  26.050,  87.350,  98.060,  72.030, 100.550,  81.420,  60.220,  44.190,  31.340
1998,  72.730,  30.160, 101.180,  56.830,  47.560,  90.560,  35.230,  86.900,  78.440,  82.650,  65.480,  37.370
1999,  90.380,  37.780,  14.400,  77.810,  96.580, 102.540, 146.710,  66.170,  59.460,  46.240,  31.950,  51.140
2000,  40.810,  36.220,  41.160,  54.840, 131.630,  97.280, 104.210,  72.860, 114.130,  37.800,  71.040,  68.330
2001,  27.190,  61.500,  15.450,  76.770, 128.050,  98.030,  52.690,  95.010, 110.210, 133.510,  68.760,  59.300
2002,  23.540,  55.530,  66.180, 103.820, 109.730, 101.230,  81.630, 118.710,  68.160,  85.410,  32.550,  24.060
2003,  24.000,  28.230,  54.940,  88.480,  98.850,  54.020,  87.350,  82.260,  91.500,  61.300, 123.560,  45.190
2004,  47.530,  33.560, 112.330,  57.880, 180.850, 108.660,  64.360,  86.640,  27.920, 104.800,  68.610,  68.090
2005,  68.880,  43.990,  30.160,  37.810,  62.090,  50.080,  73.640,  73.570, 107.830,  52.430, 118.420,  46.560
2006,  73.160,  42.920,  59.590,  62.950, 132.490,  47.970,  94.470,  73.370, 104.450, 100.530,  56.400,  77.170
2007,  54.270,  32.640,  75.830,  77.940,  53.010,  58.190,  70.750, 122.030,  71.070, 111.020,  35.200,  70.910
2008,  88.490,  69.570,  32.800, 103.090,  60.060, 127.810,  97.020,  37.790, 102.270,  60.770,  65.870, 112.120
2009,  31.730,  58.460,  56.440,  90.170,  86.520,  76.060,  43.750, 129.560,  45.170, 143.140,  29.890,  81.010
2010,  25.180,  25.270,  16.390,  51.390,  72.580, 145.690, 134.350,  60.090, 146.690,  57.150,  45.060,  40.590
2011,  49.780,  39.560,  52.150, 143.320,  97.620,  94.000,  84.880,  67.290, 102.210,  67.690,  84.610,  45.590
2012,  56.970,  25.850,  59.710,  50.830,  87.970,  77.930,  89.820,  62.110,  63.410, 123.910,  28.540,  61.070
2013,  73.790,  63.040,  37.150, 112.630,  84.640,  98.220,  85.220,  72.730,  64.400,  94.380, 118.390,  54.940
2014,  61.250,  32.630,  41.080,  99.590,  88.930, 115.320,  70.930,  98.630, 109.940, 126.080,  84.010,  42.450
2015,  34.850,  23.890,  21.830,  70.280, 124.310,  95.060,  52.030,  79.470, 102.440,  72.320, 100.950, 119.440
2016,  42.500,  39.730,  94.050,  72.560,  59.850,  85.400, 113.230, 106.500, 108.160,  94.270,  52.010,  63.660
2017,  70.300,  40.430,  66.800, 105.150,  83.880, 140.440,  87.810,  87.430,  39.950, 158.160,  61.950,  47.730
2018,  46.070,  68.680,  25.030,  73.620,  92.870,  74.070,  82.260, 121.700, 103.410, 141.270,  64.820,  46.720
2019,  64.500,  90.360,  44.430,  90.430, 148.650,  87.690,  92.080,  63.790, 175.320, 148.030,  70.320,  89.620
2020,  59.540,  31.330,  99.810,  80.400, 107.010, 104.520, 101.840,  96.770,  80.930, 105.040,  56.200,  40.920
2021,  28.670,  31.840,  36.210,  57.950,  54.390, 122.310, 114.170, 101.500,  67.810,  73.800,  42.500,  58.900
2022,  24.300,  44.060, 104.030,  96.720,  87.110,  69.170,  82.240, 108.720,  77.720,  81.300,  72.800,  49.850
2023,  51.240,  59.080,  76.860,  93.310,  54.820,  46.440, 114.050,  75.180,  51.350, 126.370,  43.860,  42.790
2024,  62.550,  20.920,  71.420,  92.190, 123.150, 131.070,  92.680,  70.940,  30.560,  45.160, 100.860,  55.220
