YYYY-MM,	flow_cms,	fraction_gauged,	total_gauges
1957-07,	 489,	0.717,	11.00
1957-08,	 310,	0.729,	11.32
1957-09,	 320,	0.753,	12.00
1957-10,	 267,	0.790,	13.00
1957-11,	 465,	0.790,	13.00
1957-12,	1187,	0.790,	13.00
1958-01,	 666,	0.790,	13.00
1958-02,	 559,	0.790,	13.00
1958-03,	1782,	0.790,	13.00
1958-04,	2193,	0.790,	13.00
1958-05,	1001,	0.790,	13.00
1958-06,	 795,	0.790,	13.00
1958-07,	 459,	0.790,	13.48
1958-08,	 362,	0.790,	14.00
1958-09,	 666,	0.790,	14.00
1958-10,	 652,	0.790,	14.00
1958-11,	 847,	0.790,	14.00
1958-12,	 799,	0.790,	14.00
1959-01,	1136,	0.790,	14.00
1959-02,	1221,	0.790,	14.00
1959-03,	2073,	0.790,	14.00
1959-04,	3428,	0.790,	15.73
1959-05,	 888,	0.790,	16.00
1959-06,	 357,	0.790,	16.00
1959-07,	 341,	0.790,	16.00
1959-08,	 270,	0.790,	16.00
1959-09,	 276,	0.790,	16.00
1959-10,	 639,	0.790,	16.00
1959-11,	1069,	0.790,	16.00
1959-12,	1836,	0.790,	17.00
1960-01,	1247,	0.790,	17.00
1960-02,	1618,	0.790,	17.00
1960-03,	1247,	0.790,	17.00
1960-04,	4119,	0.790,	17.00
1960-05,	1491,	0.790,	17.00
1960-06,	 904,	0.790,	17.00
1960-07,	 346,	0.790,	17.00
1960-08,	 252,	0.790,	17.00
1960-09,	 212,	0.790,	16.03
1960-10,	 264,	0.790,	16.00
1960-11,	 408,	0.790,	16.00
1960-12,	 331,	0.790,	17.00
1961-01,	 290,	0.790,	17.00
1961-02,	 935,	0.790,	17.00
1961-03,	1846,	0.790,	17.00
1961-04,	2224,	0.790,	17.00
1961-05,	1370,	0.790,	17.00
1961-06,	 924,	0.790,	17.00
1961-07,	 495,	0.790,	17.00
1961-08,	 333,	0.790,	17.00
1961-09,	 286,	0.790,	17.00
1961-10,	 256,	0.790,	17.03
1961-11,	 501,	0.790,	18.00
1961-12,	 754,	0.790,	18.00
1962-01,	 763,	0.790,	18.00
1962-02,	 533,	0.790,	18.00
1962-03,	1691,	0.790,	18.00
1962-04,	2156,	0.790,	18.00
1962-05,	 747,	0.790,	18.00
1962-06,	 283,	0.790,	18.00
1962-07,	 231,	0.790,	18.00
1962-08,	 354,	0.790,	18.00
1962-09,	 302,	0.790,	18.00
1962-10,	 519,	0.790,	18.00
1962-11,	 762,	0.790,	18.00
1962-12,	 664,	0.790,	18.00
1963-01,	 415,	0.790,	18.00
1963-02,	 376,	0.790,	18.00
1963-03,	1975,	0.790,	18.00
1963-04,	2539,	0.790,	18.00
1963-05,	1083,	0.790,	18.00
1963-06,	 405,	0.790,	18.00
1963-07,	 235,	0.790,	18.00
1963-08,	 286,	0.790,	18.00
1963-09,	 232,	0.790,	18.00
1963-10,	 217,	0.971,	19.00
1963-11,	 363,	0.971,	19.00
1963-12,	 666,	0.971,	19.00
1964-01,	 885,	0.971,	19.00
1964-02,	 615,	0.971,	19.00
1964-03,	1930,	0.971,	19.00
1964-04,	1827,	0.971,	19.00
1964-05,	 887,	0.971,	19.00
1964-06,	 364,	0.971,	19.00
1964-07,	 244,	0.971,	19.00
1964-08,	 233,	0.971,	19.00
1964-09,	 191,	0.970,	18.97
1964-10,	 186,	0.934,	18.00
1964-11,	 249,	0.934,	18.00
1964-12,	 561,	0.934,	18.00
1965-01,	 560,	0.934,	18.00
1965-02,	1266,	0.934,	18.00
1965-03,	 972,	0.934,	18.00
1965-04,	2002,	0.934,	18.00
1965-05,	 823,	0.934,	18.00
1965-06,	 282,	0.934,	18.00
1965-07,	 216,	0.934,	18.00
1965-08,	 208,	0.934,	18.00
1965-09,	 270,	0.934,	18.00
1965-10,	 574,	0.934,	19.00
1965-11,	1037,	0.934,	19.00
1965-12,	1302,	0.934,	19.00
1966-01,	 953,	0.934,	19.00
1966-02,	1142,	0.934,	19.00
1966-03,	2166,	0.934,	19.00
1966-04,	1255,	0.934,	19.00
1966-05,	 820,	0.934,	19.00
1966-06,	 462,	0.934,	19.00
1966-07,	 197,	0.934,	19.00
1966-08,	 218,	0.934,	19.00
1966-09,	 261,	0.934,	19.00
1966-10,	 248,	0.934,	19.00
1966-11,	 502,	0.934,	19.00
1966-12,	1334,	0.934,	19.00
1967-01,	 912,	0.934,	19.00
1967-02,	 764,	0.934,	19.00
1967-03,	1012,	0.934,	19.00
1967-04,	1798,	0.934,	19.00
1967-05,	1097,	0.934,	19.00
1967-06,	 590,	0.934,	19.00
1967-07,	 608,	0.934,	19.00
1967-08,	 431,	0.934,	19.00
1967-09,	 381,	0.934,	19.00
1967-10,	 940,	0.934,	19.00
1967-11,	1822,	0.934,	19.00
1967-12,	1338,	0.934,	19.00
1968-01,	 802,	0.934,	19.00
1968-02,	1183,	0.934,	19.00
1968-03,	1799,	0.934,	19.00
1968-04,	1366,	0.934,	19.00
1968-05,	 786,	0.934,	19.00
1968-06,	 675,	0.934,	19.83
1968-07,	 493,	0.934,	20.00
1968-08,	 269,	0.934,	20.00
1968-09,	 361,	0.934,	20.00
1968-10,	 411,	0.934,	20.00
1968-11,	1232,	0.934,	19.70
1968-12,	1455,	0.934,	19.00
1969-01,	1263,	0.934,	19.00
1969-02,	1160,	0.934,	19.00
1969-03,	1281,	0.934,	19.00
1969-04,	2636,	0.934,	19.23
1969-05,	1794,	0.934,	20.00
1969-06,	 875,	0.934,	20.00
1969-07,	 463,	0.934,	20.00
1969-08,	 323,	0.934,	20.00
1969-09,	 215,	0.934,	20.00
1969-10,	 277,	0.934,	20.00
1969-11,	 720,	0.934,	20.00
1969-12,	 885,	0.934,	20.65
1970-01,	 581,	0.934,	21.00
1970-02,	 996,	0.934,	21.00
1970-03,	1261,	0.934,	21.00
1970-04,	2444,	0.934,	21.00
1970-05,	1008,	0.934,	21.00
1970-06,	 446,	0.934,	21.53
1970-07,	 461,	0.934,	22.00
1970-08,	 255,	0.934,	22.00
1970-09,	 353,	0.934,	22.00
1970-10,	 675,	0.934,	22.00
1970-11,	1164,	0.934,	22.00
1970-12,	1222,	0.934,	22.00
1971-01,	 808,	0.934,	22.00
1971-02,	 824,	0.934,	22.00
1971-03,	1862,	0.934,	22.00
1971-04,	3005,	0.934,	22.00
1971-05,	1707,	0.934,	22.00
1971-06,	 432,	0.934,	22.00
1971-07,	 341,	0.934,	22.00
1971-08,	 292,	0.934,	22.00
1971-09,	 356,	0.934,	22.00
1971-10,	 299,	0.934,	22.00
1971-11,	 408,	0.934,	22.00
1971-12,	 995,	0.934,	22.00
1972-01,	 990,	0.934,	22.00
1972-02,	 683,	0.934,	22.00
1972-03,	1699,	0.934,	22.00
1972-04,	3058,	0.934,	22.00
1972-05,	2019,	0.934,	22.00
1972-06,	1499,	0.934,	22.00
1972-07,	1504,	0.934,	22.00
1972-08,	 601,	0.934,	22.00
1972-09,	 327,	0.934,	21.90
1972-10,	 556,	0.934,	20.06
1972-11,	1578,	0.934,	20.00
1972-12,	1903,	0.934,	20.00
1973-01,	1780,	0.934,	20.00
1973-02,	1444,	0.934,	20.00
1973-03,	2634,	0.934,	20.00
1973-04,	2236,	0.934,	20.17
1973-05,	1288,	0.934,	21.00
1973-06,	 764,	0.934,	21.00
1973-07,	 330,	0.934,	21.19
1973-08,	 283,	0.934,	22.00
1973-09,	 286,	0.934,	22.00
1973-10,	 346,	0.934,	22.00
1973-11,	 815,	0.934,	22.00
1973-12,	1505,	0.934,	22.00
1974-01,	1492,	0.934,	22.00
1974-02,	1206,	0.934,	22.00
1974-03,	1647,	0.934,	22.13
1974-04,	2610,	0.934,	23.00
1974-05,	1791,	0.934,	23.00
1974-06,	 655,	0.934,	23.00
1974-07,	 511,	0.934,	23.00
1974-08,	 383,	0.934,	23.00
1974-09,	 371,	0.934,	23.00
1974-10,	 428,	0.934,	23.00
1974-11,	1007,	0.934,	23.00
1974-12,	1307,	0.934,	23.00
1975-01,	1258,	0.934,	23.00
1975-02,	1280,	0.934,	23.00
1975-03,	1962,	0.934,	23.00
1975-04,	2072,	0.934,	23.00
1975-05,	1108,	0.934,	22.10
1975-06,	 599,	0.934,	22.00
1975-07,	 293,	0.934,	22.68
1975-08,	 246,	0.934,	23.00
1975-09,	 696,	0.934,	23.00
1975-10,	 896,	0.934,	23.00
1975-11,	 909,	0.934,	23.00
1975-12,	1153,	0.934,	23.00
1976-01,	 918,	0.934,	23.00
1976-02,	2125,	0.934,	23.00
1976-03,	3173,	0.934,	23.00
1976-04,	2361,	0.934,	23.00
1976-05,	1868,	0.934,	23.00
1976-06,	 885,	0.934,	22.50
1976-07,	 734,	0.934,	22.00
1976-08,	 623,	0.934,	22.00
1976-09,	 504,	0.934,	22.00
1976-10,	1174,	0.934,	22.00
1976-11,	 915,	0.934,	22.67
1976-12,	 831,	0.934,	23.00
1977-01,	 535,	0.934,	23.00
1977-02,	 567,	0.934,	23.00
1977-03,	2893,	0.934,	23.00
1977-04,	2086,	0.934,	23.00
1977-05,	 641,	0.934,	23.00
1977-06,	 303,	0.934,	23.00
1977-07,	 346,	0.934,	23.00
1977-08,	 592,	0.934,	23.00
1977-09,	1111,	0.934,	23.00
1977-10,	1704,	0.934,	23.00
1977-11,	1683,	0.934,	23.00
1977-12,	2161,	0.934,	23.00
1978-01,	1710,	0.934,	22.03
1978-02,	1114,	0.934,	22.04
1978-03,	1712,	0.934,	22.00
1978-04,	3370,	0.934,	22.03
1978-05,	1271,	0.934,	22.03
1978-06,	 431,	0.934,	22.03
1978-07,	 223,	0.934,	22.03
1978-08,	 276,	0.934,	22.03
1978-09,	 387,	0.934,	22.07
1978-10,	 456,	0.934,	22.03
1978-11,	 526,	0.934,	22.03
1978-12,	 820,	0.934,	22.03
1979-01,	1429,	0.934,	21.06
1979-02,	 950,	0.934,	21.00
1979-03,	3193,	0.934,	21.00
1979-04,	2582,	0.934,	21.07
1979-05,	1013,	0.934,	21.03
1979-06,	 493,	0.934,	21.03
1979-07,	 237,	0.934,	21.03
1979-08,	 287,	0.934,	21.03
1979-09,	 628,	0.934,	21.13
1979-10,	 738,	0.934,	21.06
1979-11,	1144,	0.934,	21.10
1979-12,	1597,	0.934,	21.10
1980-01,	1001,	0.934,	22.03
1980-02,	 396,	0.934,	22.03
1980-03,	1793,	0.934,	22.06
1980-04,	2410,	0.934,	22.00
1980-05,	 801,	0.934,	22.00
1980-06,	 537,	0.934,	22.00
1980-07,	 439,	0.934,	22.00
1980-08,	 359,	0.934,	22.03
1980-09,	 381,	0.934,	22.03
1980-10,	 646,	0.934,	22.03
1980-11,	1036,	0.934,	22.03
1980-12,	1243,	0.934,	21.03
1981-01,	 521,	0.934,	21.03
1981-02,	2382,	0.934,	21.04
1981-03,	1394,	0.934,	21.00
1981-04,	1174,	0.934,	21.03
1981-05,	 848,	0.934,	21.35
1981-06,	 574,	0.934,	22.00
1981-07,	 439,	0.934,	22.00
1981-08,	 594,	0.934,	22.00
1981-09,	1052,	0.934,	22.00
1981-10,	1323,	0.934,	22.00
1981-11,	1630,	0.934,	22.00
1981-12,	 987,	0.934,	22.00
1982-01,	 844,	0.934,	22.00
1982-02,	 691,	0.934,	22.00
1982-03,	1918,	0.934,	22.00
1982-04,	2683,	0.934,	22.00
1982-05,	 778,	0.934,	22.00
1982-06,	1024,	0.934,	22.00
1982-07,	 430,	0.934,	22.00
1982-08,	 301,	0.934,	22.00
1982-09,	 412,	0.934,	22.00
1982-10,	 553,	0.934,	22.00
1982-11,	1260,	0.934,	22.00
1982-12,	1620,	0.934,	22.00
1983-01,	1098,	0.934,	22.00
1983-02,	1064,	0.934,	22.00
1983-03,	1091,	0.934,	22.00
1983-04,	1930,	0.934,	22.00
1983-05,	2045,	0.934,	22.00
1983-06,	 561,	0.934,	22.00
1983-07,	 224,	0.934,	22.00
1983-08,	 300,	0.934,	22.00
1983-09,	 243,	0.934,	22.00
1983-10,	 326,	0.934,	22.00
1983-11,	 883,	0.934,	22.00
1983-12,	1777,	0.934,	22.00
1984-01,	 704,	0.934,	22.00
1984-02,	2091,	0.934,	22.00
1984-03,	1641,	0.934,	22.00
1984-04,	2614,	0.934,	22.00
1984-05,	1668,	0.934,	22.00
1984-06,	 789,	0.934,	22.00
1984-07,	 382,	0.934,	22.00
1984-08,	 418,	0.934,	22.00
1984-09,	 519,	0.934,	22.00
1984-10,	 365,	0.934,	22.00
1984-11,	 655,	0.934,	22.00
1984-12,	1293,	0.934,	22.00
1985-01,	1305,	0.934,	22.00
1985-02,	1380,	0.934,	22.00
1985-03,	2409,	0.934,	22.00
1985-04,	1914,	0.934,	22.00
1985-05,	 643,	0.934,	22.00
1985-06,	 444,	0.934,	22.00
1985-07,	 285,	0.934,	22.00
1985-08,	 191,	0.934,	22.00
1985-09,	 521,	0.934,	22.00
1985-10,	 687,	0.934,	22.00
1985-11,	1777,	0.934,	22.00
1985-12,	1176,	0.934,	22.00
1986-01,	1168,	0.934,	22.00
1986-02,	1027,	0.934,	22.00
1986-03,	2200,	0.934,	22.00
1986-04,	1762,	0.934,	22.00
1986-05,	 742,	0.934,	22.00
1986-06,	 923,	0.934,	22.00
1986-07,	 517,	0.934,	22.00
1986-08,	 772,	0.934,	21.42
1986-09,	 911,	0.934,	22.00
1986-10,	1472,	0.934,	22.00
1986-11,	1116,	0.934,	22.00
1986-12,	1633,	0.934,	22.00
1987-01,	 905,	0.934,	22.00
1987-02,	 530,	0.934,	22.00
1987-03,	1692,	0.934,	22.00
1987-04,	2136,	0.934,	22.00
1987-05,	 436,	0.934,	22.00
1987-06,	 489,	0.934,	22.00
1987-07,	 403,	0.934,	22.00
1987-08,	 232,	0.934,	22.00
1987-09,	 445,	0.934,	22.00
1987-10,	 529,	0.934,	22.00
1987-11,	 885,	0.934,	22.00
1987-12,	1434,	0.934,	22.00
1988-01,	 716,	0.934,	22.00
1988-02,	 888,	0.934,	22.00
1988-03,	1254,	0.934,	22.00
1988-04,	1523,	0.934,	22.00
1988-05,	 856,	0.934,	22.00
1988-06,	 235,	0.934,	22.00
1988-07,	 230,	0.934,	22.00
1988-08,	 195,	0.934,	22.00
1988-09,	 250,	0.934,	22.00
1988-10,	 555,	0.934,	22.00
1988-11,	1194,	0.934,	22.00
1988-12,	 618,	0.934,	22.00
1989-01,	 573,	0.934,	22.00
1989-02,	 539,	0.934,	22.00
1989-03,	1100,	0.934,	22.00
1989-04,	1849,	0.934,	22.00
1989-05,	1552,	0.934,	22.00
1989-06,	1180,	0.934,	22.00
1989-07,	 366,	0.934,	22.00
1989-08,	 311,	0.934,	22.00
1989-09,	 470,	0.934,	22.00
1989-10,	 604,	0.971,	23.00
1989-11,	1341,	0.971,	23.00
1989-12,	 746,	0.971,	23.00
1990-01,	1369,	0.971,	23.00
1990-02,	1931,	0.971,	23.00
1990-03,	2181,	0.971,	23.00
1990-04,	2206,	0.971,	23.00
1990-05,	1748,	0.971,	23.00
1990-06,	 637,	0.971,	23.00
1990-07,	 371,	0.971,	23.00
1990-08,	 259,	0.971,	23.00
1990-09,	 232,	0.971,	23.00
1990-10,	 996,	0.971,	23.00
1990-11,	1112,	0.971,	23.00
1990-12,	1890,	0.971,	23.00
1991-01,	1724,	0.971,	23.00
1991-02,	1362,	0.971,	23.00
1991-03,	2395,	0.971,	23.00
1991-04,	2416,	0.971,	23.00
1991-05,	 920,	0.971,	23.00
1991-06,	 370,	0.971,	23.00
1991-07,	 186,	0.790,	22.00
1991-08,	 167,	0.790,	22.00
1991-09,	 199,	0.790,	22.00
1991-10,	 332,	0.790,	22.00
1991-11,	 424,	0.790,	22.00
1991-12,	 734,	0.790,	22.00
1992-01,	 884,	0.971,	23.00
1992-02,	 846,	0.971,	23.00
1992-03,	1662,	0.971,	23.00
1992-04,	2557,	0.971,	23.00
1992-05,	1159,	0.971,	23.00
1992-06,	 538,	0.971,	23.00
1992-07,	 770,	0.971,	23.00
1992-08,	 897,	0.971,	22.19
1992-09,	 894,	0.971,	22.00
1992-10,	 927,	0.971,	22.00
1992-11,	2016,	0.971,	22.87
1992-12,	1534,	0.971,	23.00
1993-01,	2245,	0.971,	23.00
1993-02,	 950,	0.971,	23.00
1993-03,	1366,	0.971,	23.00
1993-04,	4175,	0.971,	23.00
1993-05,	1339,	0.971,	23.00
1993-06,	 821,	0.971,	23.00
1993-07,	 330,	0.971,	23.00
1993-08,	 273,	0.971,	23.00
1993-09,	 385,	0.971,	23.00
1993-10,	 690,	0.971,	23.00
1993-11,	1062,	0.971,	23.00
1993-12,	1311,	0.971,	23.00
1994-01,	 630,	0.971,	23.52
1994-02,	 967,	0.971,	23.00
1994-03,	1643,	0.971,	23.23
1994-04,	3138,	0.971,	24.00
1994-05,	1296,	0.971,	24.00
1994-06,	 656,	0.971,	24.00
1994-07,	 438,	0.971,	24.00
1994-08,	 427,	0.971,	24.00
1994-09,	 350,	0.971,	24.00
1994-10,	 455,	0.971,	23.58
1994-11,	 967,	0.971,	23.77
1994-12,	1083,	0.971,	24.00
1995-01,	1711,	0.971,	24.00
1995-02,	 805,	0.971,	24.00
1995-03,	1496,	0.971,	24.00
1995-04,	 687,	0.971,	22.00
1995-05,	 569,	0.971,	22.00
1995-06,	 415,	0.971,	22.00
1995-07,	 246,	0.971,	22.00
1995-08,	 234,	0.971,	22.00
1995-09,	 249,	0.971,	22.00
1995-10,	 932,	0.971,	22.00
1995-11,	1657,	0.971,	22.00
1995-12,	 853,	0.825,	21.19
1996-01,	1579,	0.790,	21.00
1996-02,	1618,	0.790,	21.00
1996-03,	1305,	0.790,	21.00
1996-04,	2142,	0.790,	21.00
1996-05,	2131,	0.790,	21.00
1996-06,	 899,	0.790,	21.00
1996-07,	 587,	0.790,	21.00
1996-08,	 317,	0.790,	21.00
1996-09,	 476,	0.790,	21.00
1996-10,	 814,	0.790,	21.00
1996-11,	1510,	0.790,	21.00
1996-12,	1885,	0.790,	21.00
1997-01,	1287,	0.790,	21.00
1997-02,	1380,	0.790,	21.00
1997-03,	1955,	0.790,	21.00
1997-04,	1861,	0.790,	21.00
1997-05,	1132,	0.790,	21.00
1997-06,	 566,	0.790,	21.00
1997-07,	 315,	0.790,	21.00
1997-08,	 246,	0.790,	21.00
1997-09,	 311,	0.790,	21.00
1997-10,	 447,	0.790,	21.00
1997-11,	 934,	0.790,	21.00
1997-12,	 951,	0.790,	21.00
1998-01,	2277,	0.790,	21.00
1998-02,	1249,	0.790,	21.00
1998-03,	2083,	0.790,	21.00
1998-04,	1448,	0.790,	21.00
1998-05,	 662,	0.790,	21.00
1998-06,	 553,	0.790,	21.00
1998-07,	 673,	0.790,	21.00
1998-08,	 366,	0.790,	21.00
1998-09,	 328,	0.790,	21.00
1998-10,	 387,	0.790,	21.00
1998-11,	 412,	0.790,	21.00
1998-12,	 474,	0.790,	21.00
1999-01,	1012,	0.971,	22.00
1999-02,	1317,	0.971,	22.00
1999-03,	1455,	0.971,	22.00
1999-04,	1644,	0.971,	22.00
1999-05,	 510,	0.971,	22.00
1999-06,	 334,	0.971,	22.00
1999-07,	 368,	0.971,	22.00
1999-08,	 243,	0.971,	22.00
1999-09,	 355,	0.971,	22.00
1999-10,	 559,	0.971,	22.00
1999-11,	 832,	0.971,	22.00
1999-12,	1021,	0.971,	22.00
2000-01,	 922,	0.901,	21.61
2000-02,	 844,	0.797,	21.03
2000-03,	1644,	0.913,	21.68
2000-04,	2222,	0.971,	22.00
2000-05,	1990,	0.971,	22.00
2000-06,	1245,	0.971,	22.00
2000-07,	 694,	0.948,	21.87
2000-08,	 673,	0.971,	22.00
2000-09,	 480,	0.971,	22.00
2000-10,	 530,	0.971,	22.00
2000-11,	 694,	0.971,	22.00
2000-12,	1084,	0.971,	22.00
2001-01,	 670,	0.971,	22.00
2001-02,	1391,	0.971,	22.00
2001-03,	1502,	0.971,	22.00
2001-04,	2681,	0.971,	22.00
2001-05,	 731,	0.971,	22.00
2001-06,	 576,	0.971,	22.00
2001-07,	 322,	0.971,	22.00
2001-08,	 228,	0.971,	21.03
2001-09,	 386,	0.971,	21.23
2001-10,	 509,	0.971,	22.00
2001-11,	 672,	0.971,	22.00
2001-12,	1032,	0.971,	22.00
2002-01,	 866,	0.971,	22.00
2002-02,	1399,	0.971,	22.00
2002-03,	1637,	0.971,	22.00
2002-04,	2319,	0.971,	22.00
2002-05,	2025,	0.971,	22.00
2002-06,	1318,	0.971,	22.30
2002-07,	 405,	0.971,	23.00
2002-08,	 230,	0.971,	23.00
2002-09,	 269,	0.971,	23.00
2002-10,	 432,	0.971,	23.00
2002-11,	 708,	0.971,	23.00
2002-12,	 893,	0.971,	23.00
2003-01,	 871,	0.790,	22.00
2003-02,	 780,	0.790,	22.00
2003-03,	2385,	0.790,	22.00
2003-04,	2233,	0.790,	22.00
2003-05,	1556,	0.790,	22.00
2003-06,	1064,	0.790,	22.00
2003-07,	 410,	0.790,	22.00
2003-08,	 697,	0.790,	22.00
2003-09,	 391,	0.790,	22.00
2003-10,	 990,	0.790,	22.00
2003-11,	1886,	0.790,	22.00
2003-12,	2078,	0.790,	22.00
2004-01,	1309,	0.790,	22.00
2004-02,	 713,	0.790,	22.00
2004-03,	2258,	0.790,	22.00
2004-04,	2367,	0.790,	22.00
2004-05,	1712,	0.790,	22.32
2004-06,	 833,	0.790,	23.00
2004-07,	 723,	0.790,	23.00
2004-08,	 723,	0.790,	23.00
2004-09,	1554,	0.790,	23.00
2004-10,	 541,	0.790,	23.00
2004-11,	 930,	0.790,	23.00
2004-12,	1986,	0.790,	23.00
2005-01,	1962,	0.790,	23.00
2005-02,	1395,	0.790,	23.00
2005-03,	1378,	0.790,	23.00
2005-04,	2898,	0.790,	23.00
2005-05,	 870,	0.790,	23.00
2005-06,	 506,	0.790,	23.00
2005-07,	 449,	0.790,	23.00
2005-08,	 293,	0.790,	23.00
2005-09,	 701,	0.790,	23.00
2005-10,	1386,	0.790,	23.00
2005-11,	1626,	0.790,	23.00
2005-12,	1626,	0.790,	23.00
2006-01,	2151,	0.790,	23.00
2006-02,	1967,	0.790,	23.00
2006-03,	1679,	0.790,	23.00
2006-04,	1219,	0.790,	23.00
2006-05,	 729,	0.790,	23.00
2006-06,	 854,	0.790,	23.00
2006-07,	1132,	0.790,	23.00
2006-08,	 465,	0.790,	23.00
2006-09,	 731,	0.790,	23.00
2006-10,	1902,	0.790,	23.00
2006-11,	2263,	0.790,	23.00
2006-12,	2146,	0.790,	23.00
2007-01,	2110,	0.790,	23.00
2007-02,	 840,	0.790,	23.00
2007-03,	2495,	0.790,	23.00
2007-04,	2768,	0.790,	23.00
2007-05,	 971,	0.790,	23.00
2007-06,	 405,	0.790,	23.00
2007-07,	 336,	0.790,	23.00
2007-08,	 229,	0.790,	23.00
2007-09,	 218,	0.790,	23.00
2007-10,	 578,	0.790,	23.00
2007-11,	 946,	0.790,	22.60
2007-12,	1529,	0.790,	22.00
2008-01,	1858,	0.790,	22.00
2008-02,	1988,	0.790,	23.00
2008-03,	2188,	0.790,	23.00
2008-04,	3098,	0.790,	23.00
2008-05,	 836,	0.790,	23.00
2008-06,	 548,	0.790,	23.00
2008-07,	 677,	0.790,	22.97
2008-08,	 856,	0.790,	23.00
2008-09,	 437,	0.790,	23.00
2008-10,	 767,	0.790,	23.00
2008-11,	1355,	0.790,	23.00
2008-12,	2247,	0.790,	23.90
2009-01,	1407,	0.790,	24.00
2009-02,	1795,	0.790,	24.00
2009-03,	2381,	0.790,	24.00
2009-04,	2093,	0.790,	24.00
2009-05,	1212,	0.790,	24.00
2009-06,	 711,	0.790,	24.00
2009-07,	 734,	0.790,	24.00
2009-08,	 647,	0.790,	24.00
2009-09,	 349,	0.790,	24.00
2009-10,	 816,	0.790,	24.00
2009-11,	 821,	0.790,	24.00
2009-12,	1325,	0.790,	24.00
2010-01,	1250,	0.790,	24.00
2010-02,	 856,	0.790,	24.00
2010-03,	2131,	0.790,	24.00
2010-04,	 942,	0.790,	24.00
2010-05,	 723,	0.790,	24.00
2010-06,	 851,	0.790,	24.00
2010-07,	 622,	0.790,	24.00
2010-08,	 541,	0.790,	24.00
2010-09,	 432,	0.790,	23.97
2010-10,	1634,	0.790,	23.00
2010-11,	1139,	0.790,	23.00
2010-12,	1785,	0.790,	23.00
2011-01,	 859,	0.790,	23.00
2011-02,	1010,	0.790,	23.00
2011-03,	3318,	0.790,	23.00
2011-04,	3137,	0.790,	23.00
2011-05,	2935,	0.790,	23.00
2011-06,	 959,	0.790,	23.00
2011-07,	 367,	0.790,	22.00
2011-08,	 458,	0.790,	22.94
2011-09,	 635,	0.790,	23.00
2011-10,	1032,	0.790,	23.00
2011-11,	 989,	0.790,	23.00
2011-12,	1623,	0.790,	23.00
2012-01,	1593,	0.790,	23.00
2012-02,	1314,	0.790,	23.00
2012-03,	1594,	0.790,	23.00
2012-04,	 901,	0.790,	23.00
2012-05,	 980,	0.790,	23.00
2012-06,	 515,	0.790,	23.00
2012-07,	 239,	0.790,	23.00
2012-08,	 231,	0.790,	23.00
2012-09,	 308,	0.790,	23.00
2012-10,	 616,	0.790,	23.00
2012-11,	 655,	0.790,	23.00
2012-12,	1158,	0.790,	23.00
2013-01,	1359,	0.790,	23.00
2013-02,	1335,	0.790,	23.00
2013-03,	1534,	0.790,	23.00
2013-04,	2269,	0.790,	23.00
2013-05,	 833,	0.790,	23.00
2013-06,	1525,	0.790,	23.00
2013-07,	 954,	0.790,	23.00
2013-08,	 475,	0.790,	23.00
2013-09,	 421,	0.790,	23.00
2013-10,	 703,	0.790,	23.00
2013-11,	1447,	0.790,	23.00
2013-12,	1661,	0.790,	23.00
2014-01,	1641,	0.790,	23.00
2014-02,	 932,	0.790,	23.00
2014-03,	1282,	0.790,	23.00
2014-04,	3944,	0.790,	23.00
2014-05,	2011,	0.790,	23.00
2014-06,	1059,	0.790,	23.00
2014-07,	 650,	0.790,	23.00
2014-08,	 780,	0.790,	23.00
2014-09,	 415,	0.790,	23.00
2014-10,	 633,	0.790,	23.00
2014-11,	 928,	0.790,	23.00
2014-12,	1369,	0.790,	23.00
2015-01,	 921,	0.790,	23.00
2015-02,	 469,	0.790,	23.00
2015-03,	1073,	0.790,	23.00
2015-04,	2569,	0.790,	23.00
2015-05,	 685,	0.790,	23.00
2015-06,	1799,	0.790,	23.00
2015-07,	 933,	0.790,	23.00
2015-08,	 350,	0.790,	23.00
2015-09,	 303,	0.790,	23.00
2015-10,	 643,	0.790,	23.00
2015-11,	 812,	0.790,	23.00
2015-12,	1149,	0.790,	23.00
2016-01,	1357,	0.790,	23.00
2016-02,	1875,	0.790,	23.00
2016-03,	2104,	0.790,	23.00
2016-04,	1418,	0.790,	23.00
2016-05,	 674,	0.790,	23.00
2016-06,	 366,	0.790,	23.00
2016-07,	 230,	0.790,	23.00
2016-08,	 282,	0.790,	23.00
2016-09,	 234,	0.790,	23.00
2016-10,	 699,	0.790,	23.00
2016-11,	 738,	0.790,	23.00
2016-12,	1258,	0.790,	23.00
2017-01,	1769,	0.790,	23.00
2017-02,	1706,	0.790,	23.00
2017-03,	1890,	0.790,	23.00
2017-04,	3108,	0.790,	23.00
2017-05,	2428,	0.790,	23.00
2017-06,	1313,	0.790,	23.00
2017-07,	1301,	0.790,	23.00
2017-08,	 638,	0.790,	23.00
2017-09,	 410,	0.790,	23.00
2017-10,	 743,	0.790,	23.81
2017-11,	2252,	0.790,	24.00
2017-12,	1052,	0.790,	24.00
2018-01,	1990,	0.790,	24.00
2018-02,	2098,	0.790,	24.00
2018-03,	1593,	0.790,	24.00
2018-04,	2579,	0.790,	24.00
2018-05,	1243,	0.790,	24.00
2018-06,	 452,	0.790,	24.00
2018-07,	 378,	0.790,	24.00
2018-08,	 455,	0.790,	24.00
2018-09,	 388,	0.790,	24.00
