Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
1990,  74.740,  87.150,  45.850,  94.860, 126.350,  93.430,  78.430,  77.820,  68.460, 145.960,  66.160, 137.540
1991,  58.840,  43.290, 108.820, 115.360,  79.940,  33.910,  72.240,  75.520,  79.080,  82.330,  63.920,  73.540
1992,  66.270,  53.860,  86.220,  96.620,  84.940,  48.040, 156.620, 117.120, 106.860,  79.390, 114.130,  79.620
1993,  92.060,  61.810,  56.900, 104.170,  52.760, 109.230,  56.850,  61.070, 111.290,  88.270,  89.040,  70.330
1994,  87.970,  45.980,  59.680,  94.540,  83.120,  88.600,  61.180,  96.860,  77.630,  33.010, 103.640,  59.730
1995, 105.190,  46.580,  36.250,  54.590,  64.640,  37.690,  93.660,  65.940,  78.860, 170.800, 126.760,  53.080
1996,  96.180,  62.300,  43.800, 125.590, 103.570, 101.350,  91.950,  60.890, 160.630,  90.870,  96.620, 100.610
1997,  84.010,  75.720,  92.860,  43.840,  78.770,  81.760,  55.800,  97.330, 119.140,  63.260,  97.750,  58.180
1998, 133.790,  47.530,  96.400,  51.270,  55.470, 127.720,  95.120,  93.610,  63.850,  48.280,  49.220,  46.570
1999, 135.450,  29.220,  74.950,  41.340,  54.110,  68.550,  88.570,  60.980, 137.460,  88.840,  90.580,  56.650
2000,  59.800,  61.080,  52.270, 111.760, 131.510, 146.950,  91.390,  85.120, 103.440,  41.550,  81.630,  87.020
2001,  46.930,  73.250,  78.580,  29.740,  74.480,  66.530,  37.180,  69.780,  90.180, 103.070,  78.890,  79.360
2002,  62.520,  52.440,  83.590, 103.080, 134.520, 111.440,  54.930,  40.280,  83.700,  77.620,  88.480,  62.160
2003,  71.140,  65.010,  68.460,  56.870, 128.270,  72.060,  86.070,  84.050, 100.100, 110.570, 131.990,  87.060
2004,  70.200,  33.480,  68.080,  90.880, 129.710,  66.940, 149.400,  89.090,  85.290,  57.800,  87.200, 112.770
2005,  79.550,  65.240,  35.230, 127.310,  29.930,  68.410, 102.640, 116.260, 108.010, 108.630, 127.860,  68.980
