Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
1989,  84.554,  61.238,  43.269,  16.003,  -2.208,  -0.621,  28.661,  62.837,  82.070,  80.216, 109.788, 145.354
1990,  34.874,  55.390,  37.035,  12.162,  -0.490,   0.272,  17.761,  49.442,  92.590,  73.768,  90.129,  97.803
1991, 107.367,  43.432,  35.195,   6.741,  -1.420,  18.434,  45.506,  53.216, 107.806,  64.552,  87.044, 109.569
1992,  97.453,  51.368,  52.647,  14.516,   2.452,  15.335,  33.433,  50.073,  74.564,  81.468,  63.760,  98.493
1993,  94.417,  68.323,  35.205,   5.967,  -2.112,  -1.801,  19.670,  42.398,  97.074,  84.968,  80.176,  97.749
1994, 106.650,  56.652,  20.376,   2.293,  -1.845,  -5.301,   1.495,  50.793,  63.831,  67.569,  84.233,  76.525
1995,  85.164,  69.422,  23.294,  26.301,  -0.753,   3.403,  20.862,  67.613,  85.296,  66.743, 112.100, 132.740
1996,  75.676,  48.284,  44.774,  11.878,   0.178,  -5.501,  11.236,  38.512,  69.416,  80.291,  92.637,  73.289
1997, 104.813,  37.091,  38.894,  17.801,   1.165,  -3.996,  15.937,  47.454,  66.539,  82.724,  82.310,  83.518
1998,  67.530,  25.341,  36.565,   8.707,  -0.693,  12.341,  44.851,  51.538,  73.308,  83.811,  81.170,  92.996
1999, 110.970,  39.662,  42.588,  13.099,   2.029,  11.858,  31.783,  77.133,  68.375,  85.208,  75.664, 103.766
2000, 109.448,  44.838,  27.560,  16.082,   2.795,   8.588,  35.583,  52.801,  86.532,  64.840,  82.636, 132.651
2001,  65.393,  52.325,  39.946,   7.518,   0.967,   3.258,  46.203,  51.334,  79.668,  80.279,  55.124,  82.622
2002,  93.109,  65.761,  53.674,  18.911,   8.455,   4.566,  29.531,  67.705,  64.818, 103.606,  87.062, 100.832
2003,  99.317,  52.388,  27.822,  15.615,  -2.714,  -4.445,   2.092,  46.173,  71.012,  86.322,  74.185,  84.780
2004, 104.113,  37.668,  21.961,   8.697,  -2.105,   2.012,  13.784,  59.291,  79.287, 102.704,  63.961,  99.695
2005,  68.635,  30.249,  29.974,   4.388,   1.506,  -1.171,  31.355,  64.592,  81.840,  84.971,  88.641, 119.249
2006,  60.350,  73.600,  40.358,  10.102,  11.648,  18.479,  35.633,  93.809,  72.863,  90.891,  50.361,  85.249
2007, 100.696, 102.469,  42.474,  18.280,   2.612,  26.336,  47.333,  76.887,  72.286,  67.505, 111.124, 108.712
2008,  87.993,  58.785,  45.478,   7.494,  12.255,  12.204,  42.096,  72.474,  70.684, 100.558,  81.687, 121.364
2009,  96.394,  40.687,  35.763,  12.569,   6.351,   7.165,  42.076,  63.156,  82.314,  80.109,  48.804, 112.959
2010,  95.112,  43.067,  23.387,  14.254,  18.046,  36.130,  51.576,  66.356,  82.562,  86.658,  81.799, 119.132
2011,  96.391,  55.824,  42.108,   9.915,  -2.570,  16.198,  42.077,  83.506,  66.252,  91.516,  63.376,  85.697
2012,  92.734,  65.762,  43.498,  50.333,  12.918,  43.864,  66.866,  86.761,  97.684,  74.667,  96.318,  90.704
2013, 103.240,  76.726,  45.111,  25.017,  26.128,  20.622,  57.419,  61.985,  88.388,  78.424, 112.120, 109.371
2014, 111.595,  51.034,  42.692,   5.987,  -2.912,  -3.014,  34.457,  52.597,  69.774,  71.860, 110.011,  76.432
2015, 112.850,  72.535,  29.784,   4.064,  -3.131,  -3.144,  18.802,  59.287,  69.971, 101.391,  58.017,  52.247
2016, 106.280,  67.170,  30.844,  32.386,  14.297,  37.428,  52.437,  62.418,  92.385,  92.285,  77.123, 119.636
2017,  80.898,  65.737,  61.024,   5.952,  12.925,  26.587,  46.153,  78.325,  60.390,  83.043,  99.528, 128.164
2018,  97.647,  31.643,  48.662,  32.662,  -1.253,  17.058,  49.743,  59.209,  84.729, 108.271,  94.926,  74.244
2019, 119.287,  51.517,  38.679,  10.745,  -2.213,   6.965,  30.215,  85.050,  64.976,  73.650, 115.221,  90.073
2020,  74.570,  57.501,  24.218,  26.171,  24.811,  26.376,  43.924,  86.182,  84.265,  86.567,  74.210,  98.451
2021,  85.327,  76.904,  42.503,  23.381,  27.114,  25.756,  53.367,  47.868,  94.600,  66.004,  97.867,  90.802
2022, 131.846,  69.196,  36.490,  12.878,   4.479,  34.656,  52.894,  64.333,  86.556,  84.700,  85.279, 113.280
2023,  66.908,  72.790,  44.262,  17.303,  26.881,  27.363,  53.419,  73.555,  67.288,  81.899, 102.168,  62.409
2024,  98.039,  63.021,  46.402,  25.999,  14.433,  37.468,  48.887,  83.752,  64.189, 100.780,  86.541, 105.510
