Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec
1990,  62.400,  42.980,  57.830,  43.740,  99.430, 103.020,  71.380,  80.950,  89.110, 127.480,  93.800,  68.430
1991,  41.170,  42.870,  88.340, 107.310, 117.680,  30.940, 111.510,  62.190,  65.370, 131.610,  73.270,  56.500
1992,  65.750,  40.320,  43.140,  86.360,  30.820,  59.640,  98.110,  96.080, 105.440,  63.050, 127.700,  47.960
1993,  70.540,  30.290,  20.200,  89.180,  69.540, 110.520,  63.840,  89.500, 107.570,  80.750,  52.700,  37.220
1994,  66.890,  37.990,  39.440,  86.040,  77.310,  81.280, 125.240, 128.760,  60.440,  48.750,  87.640,  30.460
1995,  74.560,  33.340,  37.330,  96.070,  54.570,  58.690,  82.080,  95.420,  54.290,  99.410, 128.830,  73.960
1996,  58.860,  47.890,  28.280, 113.880,  70.870, 111.010, 100.750,  62.780, 176.970,  77.270,  60.340,  95.830
1997, 107.280,  92.430,  57.350,  27.580,  87.200,  43.650,  81.680, 111.930, 102.050,  52.190,  43.740,  23.450
1998,  81.350,  28.210, 125.300,  45.720,  56.910,  59.180,  37.700,  63.290,  64.210,  81.890,  61.020,  60.040
1999,  94.620,  37.480,  22.990,  53.160,  58.350, 106.690,  97.630,  45.990,  74.750,  52.030,  52.440,  66.650
2000,  46.940,  44.790,  30.130,  54.340, 129.490, 130.090,  72.510,  98.450,  97.800,  33.290,  84.920,  87.400
2001,  39.910,  87.190,  24.200,  53.840,  88.830,  76.680,  36.910,  95.310, 132.440, 135.020,  59.150,  56.090
2002,  27.280,  71.360,  74.870,  81.620,  88.870,  85.790,  71.980,  73.230,  38.190,  63.840,  45.720,  33.260
2003,  44.380,  35.480,  48.900,  71.280,  95.160,  67.210,  85.610,  52.980,  75.720,  59.450, 127.040,  64.800
2004,  80.990,  32.370,  76.950,  53.120, 164.640,  77.500,  83.530,  66.290,  22.340,  83.160,  75.850,  89.440
2005,  78.960,  48.520,  32.030,  54.570,  40.020,  74.400,  81.010, 105.760,  95.500,  34.780, 117.970,  65.900
