YYYY-MM,	flow_cms,	fraction_gauged,	total_gauges
1956-11,	 200,	0.871,	17.0
1956-12,	 376,	0.871,	17.0
1957-01,	 303,	0.871,	17.0
1957-02,	 420,	0.871,	17.0
1957-03,	 592,	0.871,	18.0
1957-04,	 679,	0.871,	18.0
1957-05,	 581,	0.871,	17.0
1957-06,	 346,	0.871,	17.0
1957-07,	 613,	0.871,	16.1
1957-08,	 144,	0.871,	17.0
1957-09,	 195,	0.871,	17.0
1957-10,	 234,	0.871,	17.0
1957-11,	 506,	0.871,	17.0
1957-12,	 663,	0.871,	17.0
1958-01,	 295,	0.871,	17.0
1958-02,	 250,	0.871,	17.0
1958-03,	 713,	0.871,	18.0
1958-04,	 453,	0.871,	18.0
1958-05,	 182,	0.871,	17.0
1958-06,	 146,	0.871,	17.0
1958-07,	 137,	0.871,	17.0
1958-08,	 106,	0.871,	17.0
1958-09,	 145,	0.871,	17.0
1958-10,	 150,	0.871,	17.0
1958-11,	 232,	0.871,	17.0
1958-12,	 173,	0.871,	17.0
1959-01,	 191,	0.871,	17.0
1959-02,	 256,	0.871,	17.0
1959-03,	1036,	0.871,	17.0
1959-04,	1683,	0.871,	16.8
1959-05,	 606,	0.871,	17.0
1959-06,	 221,	0.871,	17.0
1959-07,	 140,	0.871,	17.0
1959-08,	 180,	0.871,	17.0
1959-09,	 197,	0.871,	17.0
1959-10,	 345,	0.871,	17.0
1959-11,	 643,	0.871,	17.0
1959-12,	 692,	0.871,	17.0
1960-01,	 539,	0.871,	17.0
1960-02,	 439,	0.871,	17.0
1960-03,	 555,	0.871,	16.9
1960-04,	1928,	0.871,	16.7
1960-05,	 847,	0.871,	17.0
1960-06,	 427,	0.871,	17.0
1960-07,	 204,	0.871,	17.0
1960-08,	 163,	0.871,	17.0
1960-09,	 147,	0.871,	17.0
1960-10,	 149,	0.871,	17.0
1960-11,	 218,	0.871,	17.0
1960-12,	 179,	0.871,	17.0
1961-01,	 152,	0.871,	17.0
1961-02,	 341,	0.871,	17.0
1961-03,	 669,	0.871,	18.0
1961-04,	 624,	0.871,	17.9
1961-05,	 418,	0.871,	17.0
1961-06,	 232,	0.871,	17.0
1961-07,	 211,	0.871,	17.0
1961-08,	 210,	0.871,	17.0
1961-09,	 275,	0.871,	17.0
1961-10,	 222,	0.871,	17.0
1961-11,	 334,	0.871,	17.0
1961-12,	 335,	0.871,	17.0
1962-01,	 225,	0.871,	17.0
1962-02,	 230,	0.871,	17.0
1962-03,	1164,	0.871,	16.0
1962-04,	 743,	0.871,	17.8
1962-05,	 578,	0.871,	16.3
1962-06,	 228,	0.871,	17.0
1962-07,	 135,	0.871,	17.0
1962-08,	 138,	0.871,	17.0
1962-09,	 134,	0.871,	17.0
1962-10,	 184,	0.871,	17.0
1962-11,	 257,	0.871,	17.0
1962-12,	 250,	0.871,	17.0
1963-01,	 192,	0.871,	17.0
1963-02,	 165,	0.871,	17.0
1963-03,	 891,	0.871,	17.2
1963-04,	 577,	0.871,	17.4
1963-05,	 602,	0.871,	17.0
1963-06,	 247,	0.871,	17.0
1963-07,	 147,	0.871,	17.0
1963-08,	 133,	0.871,	17.0
1963-09,	 135,	0.871,	17.0
1963-10,	 124,	0.871,	17.0
1963-11,	 173,	0.871,	17.0
1963-12,	 158,	0.871,	17.0
1964-01,	 277,	0.871,	17.0
1964-02,	 238,	0.871,	17.0
1964-03,	 452,	0.871,	17.7
1964-04,	 450,	0.871,	18.0
1964-05,	 320,	0.871,	17.0
1964-06,	 134,	0.871,	17.0
1964-07,	 129,	0.871,	17.0
1964-08,	 175,	0.871,	17.0
1964-09,	 141,	0.871,	17.0
1964-10,	 144,	0.871,	17.0
1964-11,	 172,	0.871,	17.0
1964-12,	 320,	0.871,	17.0
1965-01,	 284,	0.871,	17.0
1965-02,	 613,	0.871,	17.0
1965-03,	 696,	0.871,	17.7
1965-04,	1485,	0.871,	17.0
1965-05,	 508,	0.871,	17.0
1965-06,	 185,	0.871,	17.0
1965-07,	 124,	0.871,	17.0
1965-08,	 146,	0.871,	17.0
1965-09,	 207,	0.871,	17.0
1965-10,	 315,	0.871,	18.0
1965-11,	 392,	0.871,	18.0
1965-12,	 766,	0.871,	18.0
1966-01,	 428,	0.871,	18.0
1966-02,	 554,	0.871,	18.0
1966-03,	 984,	0.871,	18.0
1966-04,	 620,	0.871,	18.0
1966-05,	 419,	0.871,	18.0
1966-06,	 231,	0.871,	18.0
1966-07,	 111,	0.871,	18.0
1966-08,	 118,	0.871,	18.0
1966-09,	 121,	0.871,	18.0
1966-10,	 147,	0.871,	19.0
1966-11,	 315,	0.871,	19.0
1966-12,	 713,	0.871,	19.0
1967-01,	 478,	0.871,	19.0
1967-02,	 403,	0.871,	19.0
1967-03,	 962,	0.871,	18.4
1967-04,	1652,	0.871,	16.7
1967-05,	 443,	0.871,	19.0
1967-06,	 599,	0.871,	19.0
1967-07,	 342,	0.871,	19.0
1967-08,	 206,	0.871,	19.0
1967-09,	 168,	0.871,	19.0
1967-10,	 352,	0.871,	19.0
1967-11,	 713,	0.871,	19.0
1967-12,	 791,	0.871,	18.7
1968-01,	 373,	0.871,	19.0
1968-02,	 984,	0.871,	17.9
1968-03,	 861,	0.871,	18.7
1968-04,	 578,	0.871,	19.0
1968-05,	 426,	0.871,	18.7
1968-06,	 395,	0.871,	18.7
1968-07,	 250,	0.871,	19.0
1968-08,	 234,	0.871,	19.0
1968-09,	 231,	0.871,	19.0
1968-10,	 250,	0.871,	19.0
1968-11,	 365,	0.871,	19.0
1968-12,	 486,	0.871,	19.0
1969-01,	 509,	0.871,	19.0
1969-02,	 519,	0.871,	19.0
1969-03,	 732,	0.871,	19.0
1969-04,	1248,	0.871,	18.4
1969-05,	 861,	0.871,	18.2
1969-06,	 417,	0.871,	19.0
1969-07,	 361,	0.871,	19.0
1969-08,	 209,	0.871,	19.0
1969-09,	 143,	0.871,	19.0
1969-10,	 272,	0.871,	19.0
1969-11,	 403,	0.871,	19.0
1969-12,	 295,	0.871,	19.0
1970-01,	 227,	0.871,	19.0
1970-02,	 271,	0.871,	19.0
1970-03,	 532,	0.871,	19.0
1970-04,	1173,	0.871,	18.4
1970-05,	 411,	0.871,	19.0
1970-06,	 349,	0.871,	19.0
1970-07,	 319,	0.871,	19.0
1970-08,	 168,	0.871,	19.0
1970-09,	 251,	0.871,	19.0
1970-10,	 332,	0.871,	19.0
1970-11,	 459,	0.871,	19.0
1970-12,	 533,	0.871,	19.0
1971-01,	 309,	0.871,	19.0
1971-02,	 509,	0.871,	19.0
1971-03,	1118,	0.871,	17.9
1971-04,	1342,	0.871,	19.0
1971-05,	 407,	0.871,	19.0
1971-06,	 285,	0.871,	19.0
1971-07,	 195,	0.871,	19.0
1971-08,	 177,	0.871,	19.0
1971-09,	 170,	0.871,	19.0
1971-10,	 167,	0.871,	19.0
1971-11,	 209,	0.871,	19.0
1971-12,	 426,	0.871,	19.0
1972-01,	 342,	0.871,	19.0
1972-02,	 261,	0.871,	19.0
1972-03,	 727,	0.871,	18.0
1972-04,	1392,	0.904,	18.4
1972-05,	 551,	0.904,	19.0
1972-06,	 257,	0.904,	19.0
1972-07,	 266,	0.904,	19.0
1972-08,	 317,	0.904,	19.0
1972-09,	 229,	0.904,	19.0
1972-10,	 357,	0.904,	19.0
1972-11,	 464,	0.904,	19.0
1972-12,	 559,	0.904,	18.9
1973-01,	1239,	0.904,	16.7
1973-02,	 477,	0.904,	19.7
1973-03,	1554,	0.904,	17.4
1973-04,	 871,	0.904,	18.9
1973-05,	 628,	0.904,	19.8
1973-06,	 468,	0.904,	20.0
1973-07,	 242,	0.904,	20.0
1973-08,	 277,	0.904,	20.0
1973-09,	 173,	0.904,	20.0
1973-10,	 218,	0.904,	20.0
1973-11,	 405,	0.904,	20.0
1973-12,	 480,	0.904,	20.0
1974-01,	 722,	0.930,	20.0
1974-02,	 572,	0.930,	20.5
1974-03,	1266,	0.930,	19.2
1974-04,	1196,	0.930,	19.4
1974-05,	 909,	0.930,	20.1
1974-06,	 417,	0.930,	21.0
1974-07,	 281,	0.930,	21.0
1974-08,	 180,	0.930,	21.0
1974-09,	 174,	0.930,	21.0
1974-10,	 222,	0.930,	22.0
1974-11,	 338,	0.930,	22.0
1974-12,	 291,	0.930,	22.0
1975-01,	 626,	0.930,	21.3
1975-02,	 518,	0.930,	21.5
1975-03,	 885,	0.930,	21.0
1975-04,	1349,	0.930,	20.0
1975-05,	 584,	0.930,	22.0
1975-06,	 456,	0.930,	22.0
1975-07,	 253,	0.930,	22.0
1975-08,	 366,	0.930,	22.0
1975-09,	 615,	0.930,	20.9
1975-10,	 270,	0.930,	22.0
1975-11,	 354,	0.930,	22.0
1975-12,	 815,	0.930,	20.7
1976-01,	 385,	0.930,	22.0
1976-02,	1286,	0.930,	20.6
1976-03,	2352,	0.930,	19.0
1976-04,	1037,	0.930,	20.9
1976-05,	 770,	0.930,	20.7
1976-06,	 309,	0.930,	21.9
1976-07,	 339,	0.930,	21.6
1976-08,	 176,	0.930,	22.0
1976-09,	 176,	0.930,	22.0
1976-10,	 203,	0.930,	22.0
1976-11,	 306,	0.930,	22.0
1976-12,	 235,	0.930,	22.0
1977-01,	 190,	0.930,	22.0
1977-02,	 239,	0.930,	22.0
1977-03,	1413,	0.930,	20.9
1977-04,	 678,	0.930,	22.0
1977-05,	 216,	0.930,	22.0
1977-06,	 150,	0.930,	22.0
1977-07,	 138,	0.930,	22.0
1977-08,	 219,	0.930,	22.0
1977-09,	 356,	0.930,	22.0
1977-10,	 511,	0.930,	22.0
1977-11,	 500,	0.930,	22.0
1977-12,	 680,	0.930,	22.0
1978-01,	 306,	0.930,	22.0
1978-02,	 262,	0.930,	22.0
1978-03,	 721,	0.930,	20.9
1978-04,	1540,	0.930,	20.5
1978-05,	 439,	0.930,	22.0
1978-06,	 242,	0.930,	22.0
1978-07,	 153,	0.930,	22.0
1978-08,	 146,	0.930,	22.0
1978-09,	 295,	0.930,	22.0
1978-10,	 315,	0.930,	22.0
1978-11,	 266,	0.930,	22.0
1978-12,	 287,	0.930,	22.0
1979-01,	 308,	0.930,	22.0
1979-02,	 232,	0.930,	22.0
1979-03,	1556,	0.930,	19.7
1979-04,	1359,	0.930,	21.4
1979-05,	 604,	0.930,	22.0
1979-06,	 290,	0.930,	22.0
1979-07,	 243,	0.930,	22.0
1979-08,	 195,	0.930,	22.0
1979-09,	 151,	0.930,	22.0
1979-10,	 243,	0.930,	21.0
1979-11,	 460,	0.930,	21.0
1979-12,	 601,	0.930,	21.4
1980-01,	 360,	0.930,	21.0
1980-02,	 229,	0.930,	21.0
1980-03,	 800,	0.930,	20.7
1980-04,	1083,	0.930,	19.8
1980-05,	 448,	0.930,	21.0
1980-06,	 328,	0.930,	21.0
1980-07,	 233,	0.930,	21.0
1980-08,	 191,	0.930,	21.0
1980-09,	 275,	0.930,	21.0
1980-10,	 359,	0.930,	21.0
1980-11,	 324,	0.930,	21.0
1980-12,	 481,	0.930,	20.5
1981-01,	 230,	0.930,	21.0
1981-02,	1343,	0.930,	19.8
1981-03,	 704,	0.930,	20.3
1981-04,	 749,	0.930,	20.0
1981-05,	 630,	0.930,	20.1
1981-06,	 250,	0.930,	21.0
1981-07,	 169,	0.930,	21.0
1981-08,	 164,	0.930,	21.0
1981-09,	 455,	0.930,	20.5
1981-10,	 744,	0.930,	18.9
1981-11,	 463,	0.930,	19.8
1981-12,	 413,	0.930,	19.9
1982-01,	 315,	0.930,	20.0
1982-02,	 245,	0.930,	20.0
1982-03,	1307,	0.930,	18.3
1982-04,	1396,	0.930,	18.1
1982-05,	 349,	0.930,	20.0
1982-06,	 584,	0.930,	19.3
1982-07,	 226,	0.930,	20.0
1982-08,	 199,	0.930,	20.0
1982-09,	 230,	0.928,	19.9
1982-10,	 244,	0.861,	18.0
1982-11,	 568,	0.861,	18.0
1982-12,	 973,	0.861,	16.9
1983-01,	 453,	0.861,	18.0
1983-02,	 562,	0.861,	18.0
1983-03,	 713,	0.861,	17.0
1983-04,	 957,	0.861,	15.6
1983-05,	 954,	0.861,	16.8
1983-06,	 419,	0.861,	18.0
1983-07,	 179,	0.861,	18.0
1983-08,	 199,	0.861,	18.0
1983-09,	 242,	0.861,	18.0
1983-10,	 354,	0.861,	18.0
1983-11,	 442,	0.861,	17.9
1983-12,	 536,	0.861,	17.7
1984-01,	 269,	0.861,	18.0
1984-02,	1164,	0.861,	16.7
1984-03,	 797,	0.861,	16.8
1984-04,	 795,	0.861,	17.1
1984-05,	 506,	0.861,	17.2
1984-06,	 456,	0.861,	17.4
1984-07,	 223,	0.861,	18.0
1984-08,	 178,	0.861,	18.0
1984-09,	 297,	0.861,	18.0
1984-10,	 274,	0.861,	18.0
1984-11,	 543,	0.861,	18.0
1984-12,	 691,	0.861,	17.5
1985-01,	 566,	0.861,	17.2
1985-02,	 847,	0.861,	17.5
1985-03,	1979,	0.861,	15.0
1985-04,	1636,	0.861,	16.2
1985-05,	 415,	0.861,	18.0
1985-06,	 279,	0.861,	18.0
1985-07,	 191,	0.861,	18.0
1985-08,	 229,	0.861,	18.0
1985-09,	 551,	0.861,	17.0
1985-10,	 489,	0.861,	17.7
1985-11,	 957,	0.861,	15.9
1985-12,	 562,	0.861,	17.3
1986-01,	 515,	0.861,	18.0
1986-02,	 372,	0.861,	18.0
1986-03,	1581,	0.861,	16.0
1986-04,	 768,	0.861,	18.0
1986-05,	 474,	0.861,	17.5
1986-06,	 392,	0.861,	18.0
1986-07,	 263,	0.861,	18.0
1986-08,	 229,	0.861,	18.0
1986-09,	1605,	0.861,	16.0
1986-10,	1482,	0.905,	16.7
1986-11,	 449,	0.905,	19.0
1986-12,	 576,	0.905,	18.3
1987-01,	 371,	0.905,	19.0
1987-02,	 299,	0.905,	19.0
1987-03,	1028,	0.905,	17.3
1987-04,	 679,	0.905,	17.8
1987-05,	 236,	0.905,	19.0
1987-06,	 190,	0.905,	19.0
1987-07,	 175,	0.905,	19.0
1987-08,	 213,	0.905,	19.0
1987-09,	 231,	0.905,	18.9
1987-10,	 316,	0.905,	19.0
1987-11,	 546,	0.905,	18.7
1987-12,	 968,	0.905,	17.3
1988-01,	 417,	0.905,	18.6
1988-02,	 579,	0.905,	17.9
1988-03,	1068,	0.905,	16.5
1988-04,	 998,	0.905,	17.3
1988-05,	 336,	0.905,	18.9
1988-06,	 162,	0.905,	19.0
1988-07,	 141,	0.905,	19.0
1988-08,	 169,	0.905,	19.0
1988-09,	 188,	0.905,	19.0
1988-10,	 415,	0.905,	19.0
1988-11,	 892,	0.905,	18.5
1988-12,	 496,	0.905,	19.0
1989-01,	 447,	0.905,	18.0
1989-02,	 299,	0.905,	18.0
1989-03,	 885,	0.905,	17.1
1989-04,	 916,	0.905,	17.1
1989-05,	 338,	0.905,	17.9
1989-06,	 615,	0.905,	16.3
1989-07,	 185,	0.905,	18.0
1989-08,	 170,	0.905,	18.0
1989-09,	 174,	0.905,	18.0
1989-10,	 183,	0.905,	18.0
1989-11,	 368,	0.905,	18.0
1989-12,	 232,	0.905,	18.0
1990-01,	 676,	0.905,	18.0
1990-02,	 551,	0.905,	18.0
1990-03,	1189,	0.905,	16.7
1990-04,	 679,	0.905,	17.6
1990-05,	 523,	0.905,	17.7
1990-06,	 292,	0.905,	17.6
1990-07,	 243,	0.905,	18.0
1990-08,	 300,	0.905,	15.9
1990-09,	 276,	0.905,	18.0
1990-10,	 757,	0.905,	17.0
1990-11,	 988,	0.905,	16.9
1990-12,	 883,	0.905,	17.4
1991-01,	 536,	0.905,	17.5
1991-02,	 620,	0.905,	18.0
1991-03,	1428,	0.905,	15.8
1991-04,	1489,	0.905,	15.3
1991-05,	 711,	0.905,	17.0
1991-06,	 331,	0.905,	17.8
1991-07,	 244,	0.905,	18.0
1991-08,	 192,	0.905,	18.0
1991-09,	 170,	0.905,	18.0
1991-10,	 393,	0.905,	15.0
1991-11,	 535,	0.905,	15.0
1991-12,	 737,	0.905,	15.0
1992-01,	 575,	0.905,	15.0
1992-02,	 484,	0.905,	15.0
1992-03,	1107,	0.905,	15.0
1992-04,	1420,	0.905,	15.0
1992-05,	 483,	0.905,	15.0
1992-06,	 268,	0.905,	15.2
1992-07,	 368,	0.905,	15.0
1992-08,	 371,	0.905,	15.0
1992-09,	 498,	0.905,	15.0
1992-10,	 463,	0.905,	15.0
1992-11,	1270,	0.905,	15.0
1992-12,	 636,	0.905,	15.0
1993-01,	 992,	0.905,	15.0
1993-02,	 319,	0.905,	15.0
1993-03,	 735,	0.905,	15.0
1993-04,	1465,	0.905,	15.0
1993-05,	 532,	0.905,	15.0
1993-06,	 605,	0.905,	15.0
1993-07,	 263,	0.905,	15.3
1993-08,	 226,	0.905,	15.0
1993-09,	 315,	0.905,	15.0
1993-10,	 393,	0.795,	13.0
1993-11,	 361,	0.795,	13.0
1993-12,	 353,	0.795,	13.0
1994-01,	 244,	0.795,	13.0
1994-02,	 625,	0.795,	13.0
1994-03,	 887,	0.795,	13.0
1994-04,	 901,	0.795,	13.0
1994-05,	 517,	0.795,	13.0
1994-06,	 325,	0.795,	13.0
1994-07,	 496,	0.795,	12.6
1994-08,	 301,	0.795,	15.0
1994-09,	 231,	0.795,	15.0
1994-10,	 267,	0.795,	15.0
1994-11,	 563,	0.795,	14.1
1994-12,	 505,	0.795,	14.8
1995-01,	 667,	0.795,	14.1
1995-02,	 277,	0.795,	15.0
1995-03,	1006,	0.795,	13.7
1995-04,	 632,	0.795,	14.7
1995-05,	 494,	0.795,	14.2
1995-06,	 267,	0.795,	15.0
1995-07,	 206,	0.795,	15.0
1995-08,	 302,	0.795,	15.0
1995-09,	 169,	0.795,	15.0
1995-10,	 254,	0.795,	15.0
1995-11,	 736,	0.795,	15.0
1995-12,	 409,	0.795,	15.0
1996-01,	 675,	0.795,	14.5
1996-02,	 631,	0.795,	14.7
1996-03,	 623,	0.795,	14.8
1996-04,	1069,	0.795,	14.4
1996-05,	 908,	0.795,	13.3
1996-06,	 755,	0.795,	13.8
1996-07,	 280,	0.795,	15.0
1996-08,	 224,	0.792,	14.9
1996-09,	 448,	0.769,	14.0
1996-10,	 410,	0.769,	11.0
1996-11,	 542,	0.769,	11.0
1996-12,	 650,	0.769,	11.0
1997-01,	 702,	0.769,	11.0
1997-02,	1006,	0.769,	11.0
1997-03,	1103,	0.769,	11.0
1997-04,	 863,	0.769,	11.0
1997-05,	 648,	0.769,	11.0
1997-06,	 284,	0.769,	11.0
1997-07,	 226,	0.769,	11.0
1997-08,	 227,	0.769,	11.0
1997-09,	 255,	0.769,	11.0
1997-10,	 243,	0.769,	11.0
1997-11,	 349,	0.769,	11.0
1997-12,	 309,	0.769,	11.0
1998-01,	 649,	0.769,	11.0
1998-02,	 576,	0.769,	11.0
1998-03,	 960,	0.769,	11.0
1998-04,	 657,	0.769,	11.0
1998-05,	 319,	0.769,	11.0
1998-06,	 239,	0.769,	11.0
1998-07,	 175,	0.769,	11.0
1998-08,	 163,	0.769,	11.0
1998-09,	 153,	0.769,	11.0
1998-10,	 204,	0.769,	11.0
1998-11,	 235,	0.769,	11.0
1998-12,	 255,	0.769,	11.0
1999-01,	 448,	0.769,	11.0
1999-02,	 521,	0.769,	11.0
1999-03,	 373,	0.769,	11.0
1999-04,	 468,	0.769,	11.0
1999-05,	 231,	0.769,	11.0
1999-06,	 246,	0.769,	11.0
1999-07,	 196,	0.769,	11.0
1999-08,	 146,	0.769,	11.0
1999-09,	 128,	0.769,	11.0
1999-10,	 169,	0.769,	11.0
1999-11,	 210,	0.769,	11.0
1999-12,	 301,	0.769,	11.0
2000-01,	 292,	0.769,	11.0
2000-02,	 421,	0.769,	11.0
2000-03,	 455,	0.769,	11.0
2000-04,	 400,	0.769,	11.0
2000-05,	 744,	0.769,	11.0
2000-06,	 438,	0.769,	11.0
2000-07,	 305,	0.769,	11.0
2000-08,	 256,	0.769,	11.0
2000-09,	 278,	0.769,	11.0
2000-10,	 216,	0.769,	10.0
2000-11,	 380,	0.769,	10.0
2000-12,	 362,	0.769,	10.0
2001-01,	 358,	0.769,	10.0
2001-02,	1009,	0.769,	10.0
2001-03,	 704,	0.769,	10.0
2001-04,	 844,	0.769,	10.0
2001-05,	 446,	0.769,	10.0
2001-06,	 373,	0.769,	10.0
2001-07,	 156,	0.769,	10.0
2001-08,	 150,	0.769,	10.0
2001-09,	 234,	0.769,	10.0
2001-10,	 576,	0.769,	10.0
2001-11,	 446,	0.769,	10.0
2001-12,	 580,	0.769,	10.0
2002-01,	 425,	0.769,	10.0
2002-02,	 684,	0.769,	10.0
2002-03,	 855,	0.769,	10.0
2002-04,	 866,	0.769,	10.0
2002-05,	 609,	0.769,	10.0
2002-06,	 387,	0.769,	10.0
2002-07,	 190,	0.835,	11.0
2002-08,	 212,	0.845,	11.4
2002-09,	 157,	0.861,	12.0
2002-10,	 194,	0.861,	12.0
2002-11,	 231,	0.861,	12.0
2002-12,	 253,	0.861,	12.0
2003-01,	 200,	0.861,	12.0
2003-02,	 189,	0.861,	12.0
2003-03,	 642,	0.861,	12.0
2003-04,	 632,	0.861,	12.0
2003-05,	 565,	0.861,	12.0
2003-06,	 330,	0.861,	12.0
2003-07,	 225,	0.861,	12.0
2003-08,	 204,	0.861,	12.0
2003-09,	 174,	0.861,	12.0
2003-10,	 329,	0.861,	12.0
2003-11,	 701,	0.861,	12.0
2003-12,	 625,	0.861,	12.0
2004-01,	 438,	0.861,	12.0
2004-02,	 297,	0.861,	12.0
2004-03,	1497,	0.861,	12.0
2004-04,	 662,	0.861,	12.0
2004-05,	1224,	0.861,	12.0
2004-06,	 499,	0.861,	12.0
2004-07,	 322,	0.861,	12.0
2004-08,	 208,	0.861,	12.0
2004-09,	 172,	0.861,	12.0
2004-10,	 226,	0.861,	12.0
2004-11,	 380,	0.861,	12.0
2004-12,	 604,	0.861,	12.0
2005-01,	 919,	0.861,	12.0
2005-02,	 583,	0.861,	12.0
2005-03,	 644,	0.861,	12.0
2005-04,	 957,	0.861,	13.0
2005-05,	 414,	0.861,	13.0
2005-06,	 314,	0.861,	13.0
2005-07,	 223,	0.861,	13.0
2005-08,	 237,	0.861,	13.0
2005-09,	 202,	0.861,	13.0
2005-10,	 217,	0.861,	13.0
2005-11,	 440,	0.861,	13.0
2005-12,	 489,	0.861,	13.0
2006-01,	 818,	0.861,	13.0
2006-02,	 763,	0.861,	13.0
2006-03,	1246,	0.861,	13.0
2006-04,	 812,	0.861,	13.0
2006-05,	 544,	0.861,	13.0
2006-06,	 329,	0.861,	13.0
2006-07,	 276,	0.861,	13.0
2006-08,	 262,	0.861,	13.0
2006-09,	 245,	0.861,	13.0
2006-10,	 643,	0.861,	13.0
2006-11,	 594,	0.861,	13.0
2006-12,	1019,	0.861,	13.0
2007-01,	 672,	0.861,	13.0
2007-02,	 316,	0.861,	13.0
2007-03,	1286,	0.861,	13.0
2007-04,	 872,	0.861,	13.0
2007-05,	 464,	0.861,	13.0
2007-06,	 318,	0.861,	13.0
2007-07,	 177,	0.861,	13.0
2007-08,	 189,	0.861,	13.0
2007-09,	 178,	0.861,	13.0
2007-10,	 222,	0.861,	13.0
2007-11,	 258,	0.861,	13.0
2007-12,	 415,	0.861,	13.0
2008-01,	 865,	0.861,	13.0
2008-02,	 771,	0.861,	13.0
2008-03,	 741,	0.861,	13.0
2008-04,	1342,	0.861,	13.0
2008-05,	 422,	0.861,	13.0
2008-06,	 515,	0.861,	13.0
2008-07,	 344,	0.861,	13.0
2008-08,	 229,	0.861,	13.0
2008-09,	 436,	0.861,	13.0
2008-10,	 391,	0.861,	13.0
2008-11,	 681,	0.861,	13.0
2008-12,	1180,	0.861,	13.0
2009-01,	 576,	0.861,	13.0
2009-02,	1214,	0.861,	13.0
2009-03,	1208,	0.861,	13.0
2009-04,	1076,	0.861,	13.0
2009-05,	 764,	0.861,	13.0
2009-06,	 472,	0.861,	13.0
2009-07,	 253,	0.861,	13.0
2009-08,	 284,	0.861,	13.0
2009-09,	 221,	0.861,	13.0
2009-10,	 390,	0.861,	13.0
2009-11,	 417,	0.861,	13.0
2009-12,	 424,	0.861,	13.0
2010-01,	 380,	0.861,	13.0
2010-02,	 290,	0.861,	13.0
2010-03,	 727,	0.861,	13.0
2010-04,	 437,	0.861,	13.0
2010-05,	 499,	0.861,	13.0
2010-06,	 545,	0.861,	13.0
2010-07,	 415,	0.861,	13.0
2010-08,	 238,	0.861,	13.0
2010-09,	 289,	0.861,	13.0
2010-10,	 275,	0.861,	13.0
2010-11,	 344,	0.861,	13.0
2010-12,	 409,	0.861,	13.0
2011-01,	 489,	0.861,	13.0
2011-02,	 513,	0.861,	13.0
2011-03,	1034,	0.861,	13.0
2011-04,	1277,	0.861,	13.0
2011-05,	1027,	0.861,	13.0
2011-06,	 527,	0.861,	13.0
2011-07,	 245,	0.861,	12.8
2011-08,	 255,	0.861,	12.8
2011-09,	 235,	0.861,	12.0
2011-10,	 505,	0.861,	12.0
2011-11,	 501,	0.861,	11.7
2011-12,	 764,	0.861,	11.6
2012-01,	 655,	0.861,	12.0
2012-02,	 519,	0.861,	12.0
2012-03,	 940,	0.861,	12.6
2012-04,	 367,	0.861,	13.0
2012-05,	 405,	0.860,	13.0
2012-06,	 286,	0.828,	13.0
2012-07,	 171,	0.828,	13.0
2012-08,	 218,	0.828,	12.6
2012-09,	 163,	0.828,	12.7
2012-10,	 265,	0.828,	13.0
2012-11,	 291,	0.828,	13.0
2012-12,	 408,	0.828,	13.0
2013-01,	 678,	0.828,	13.0
2013-02,	 673,	0.828,	13.0
2013-03,	 908,	0.828,	13.0
2013-04,	1936,	0.828,	13.0
2013-05,	 687,	0.828,	13.0
2013-06,	 526,	0.828,	13.0
2013-07,	 305,	0.828,	13.0
2013-08,	 232,	0.828,	13.0
2013-09,	 247,	0.828,	13.0
2013-10,	 561,	0.828,	13.0
2013-11,	 801,	0.828,	13.0
2013-12,	 462,	0.828,	13.0
2014-01,	 443,	0.828,	13.0
2014-02,	 308,	0.828,	13.0
2014-03,	 651,	0.828,	13.0
2014-04,	1794,	0.828,	13.0
2014-05,	1010,	0.828,	13.0
2014-06,	 336,	0.828,	13.0
2014-07,	 416,	0.828,	13.0
2014-08,	 274,	0.828,	13.0
2014-09,	 368,	0.828,	13.0
2014-10,	 468,	0.872,	14.1
2014-11,	 687,	0.872,	14.0
2014-12,	 633,	0.872,	14.0
2015-01,	 338,	0.872,	14.0
2015-02,	 259,	0.872,	14.0
2015-03,	 604,	0.872,	14.0
2015-04,	 885,	0.872,	14.0
2015-05,	 421,	0.872,	14.0
2015-06,	 634,	0.872,	14.0
2015-07,	 238,	0.872,	14.0
2015-08,	 210,	0.872,	14.0
2015-09,	 296,	0.872,	14.0
2015-10,	 236,	0.872,	14.0
2015-11,	 488,	0.872,	14.0
2015-12,	 615,	0.872,	14.0
2016-01,	 633,	0.872,	14.0
2016-02,	1045,	0.872,	14.0
2016-03,	1553,	0.872,	14.0
2016-04,	1337,	0.872,	14.0
2016-05,	 518,	0.872,	14.0
2016-06,	 253,	0.872,	14.0
2016-07,	 208,	0.872,	14.1
2016-08,	 228,	0.872,	14.1
2016-09,	 203,	0.872,	14.0
2016-10,	 283,	0.872,	14.0
2016-11,	 305,	0.872,	14.0
2016-12,	 480,	0.872,	14.0
2017-01,	1033,	0.872,	14.0
2017-02,	 852,	0.872,	14.0
2017-03,	 886,	0.872,	14.0
2017-04,	1359,	0.872,	14.0
2017-05,	 841,	0.872,	14.0
2017-06,	 758,	0.872,	14.0
2017-07,	 376,	0.872,	14.0
2017-08,	 251,	0.872,	14.0
2017-09,	 257,	0.872,	14.1
2017-10,	 454,	0.872,	14.0
2017-11,	 730,	0.872,	14.0
2017-12,	 404,	0.872,	14.0
2018-01,	 910,	0.872,	14.0
